autor_data	autor_nome	autor_endereco	autor_titulo	autor_comentario	autor_viagem
2-07-2019	SANDRIKA C	SÃO PAULO, SP	FERIAS	PRAIA IMPRÓPRIA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-07-2019	ELIANE L.S.FREITAS	ARCOVERDE, PE	LAZER E BELEZA NATURAL	A PRAIA COM AREIA LIMPA, NÃO TEM MUITA ONDA, IDEAL PRA CURTIR SOZINHO OU COM A FAMÍLIA, NA ORLA TEM BARRACAS DE LANCHES, TEM DIVERSAS COISAS PRA ALUGAR DESDE DE PATINS À BICICLETA.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-07-2019	CLEANE R	19 CONTRIBUIÇÕES	PASSEIO A 2	LUGAR COM PAISAGEM INCRÍVEL SUPER TRANQUILO E FAMILIAR VALE A PENA CONHECER E SENTIR A NATUREZA VER POR DO SOL	PRAIA DE IRACEMA - FORTALEZA (CE)
2-07-2019	ALEXANDRE LOBATO	RIO DE JANEIRO, RJ	MUITO MOVIMENTADA À NOITE	FUI APENAS À NOITE PARA DAR UMA CORRIDINHA NA ORLA QUE É MUITO MOVIMENTADA E MESMO COM UM LONGO TRECHO EM OBRAS PARA URBANIZAÇÃO O ACESSO NÃO ME PARECEU MUITO COMPLICADO. NO FINAL, HÁ UM MERCADO POPULAR PARA PESCADOS COM EXCELENTES PREÇOS E AO LONGO DE TODA A ORLA HÁ MUITOS HOTEIS DE TODAS AS CATEGORIAS. RECOMENDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-07-2019	WELLINGTON R	ARCOVERDE, PE	A QUERIDINHA.	FICAMOS HOSPEDADOS NA PRAIA DE IRACEMA E CLARO SEMPRE PASSEÁVAMOS POR ELA, SEU CALÇADÃO É BEM LARGO, TEM CICLOVIA, SEMPRE TEM POLICIAIS PATRULHANDO E MUITA GENTE BONITA. A NOITE TEM UMAS BANQUINHAS VENDENDO CAMISAS PINTADA A MÃO E ARTESANATO, E TAMBÉM VENDE LANCHES E PETISCOS. TEM TAMBÉM MUITA GENTE OFERENDO PATINS, BICICLETA, TRICICLETA E ETC PARA ALUGAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-06-2019	EDINHOVNC	SÃO PAULO, SP	SOMENTE DE PASSAGEM	FUI NA PRAIA POR ALGUMAS HORAS MAS MEIO INSEGURO POR TER VISTO ALGUNS ASSALTOS MESMO COM POLICIAIS PRÓXIMOS TEM MUITOS APROVEITADORES OBSERVANDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-06-2019	HELENA M	VACARIA, RS	PASSEIO DE FIM DE TARDE	A PRAIA DE IRACEMA CONCENTRA VÁRIAS ATIVIDADES E PASSEIOS, O IDEAL É IR PATA LÃ NO FINAL DE TARDE, PASSEAR NA ORLA ADMIRAR AS BELEZAS NATURAIS, TEM BONS RESTAURANTES E DEPOIS EXPLORAR A FEIRINHA.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-06-2019	SUNSHINE516210	2 CONTRIBUIÇÕES	FERIAS	PRAIA DE IRACEMA É TOP PERTO DE TUDO BEM LOCALIZADA PREÇOS DE ALIMENTAÇÃO BARATO BASTANTE ATRAÇÕES E É BEM SEGURA TBM BEM POLICIADA CONTRARIANDO AS NOTÍCIAS Q EU TINHA DE ROUBO ,FURTOS E TALS,EU VOLTARIA COM CERTEZA	PRAIA DE IRACEMA - FORTALEZA (CE)
26-06-2019	RAFAEL T	3 CONTRIBUIÇÕES	PASSEIO	UMA ORLA LINDA, MAS PRECISANDO DE GRANDES AJUSTES, PRINCIPALMENTE LIXEIRAS COM SACOS PLÁSTICOS. VI MUITA SUJEIRA PERTO DA FEIRINHA. NAO MERECE ESSE TRATAMENTO DOS ÓRGÃOS PÚBLICOS.DESEJO VOLTAR LOGO ,ESPERO QUE ESTEJA MELHOR CUIDADA.	PRAIA DE IRACEMA - FORTALEZA (CE)
25-06-2019	CHOCHO_JEANCLAIR	CAYENNE, GUIANA FRANCESA	UMA PRAIA PARA VALER	A PREMEIRA VEZ QUE EU VI ESSA PRAIA ME APAXONEI LOGO PORQUE NESSA PRAIA VOCE PODE ANDA CON SEUS AMIGOS U SUA FAMILIA VOCE PODE COMER TAMBEN SI ESTA COM FOME PODE TUMA UN SOBERTE QUE DIZER TUDO QUE QUERO FAZER VOCE PODE E OLHA O MAR NA PRACA A NOITE FICA MUITO LINDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-06-2019	MARIADEF_TIMAD2015	NATAL, RN	BELA PRAIA	A PRAIA DE IRACEMA É MUITO BONITA, COM VÁRIOS ATRATIVOS PARA TURISTAS, SÓ NÃO SERVE MUITO PARA BANHO PORQUE TEM MUITA POLUIÇÃO, MAIS TEM OUTRAS PASSEIOS NO CALÇADÃO DA PRAIA QUE PODE SER DE PATINS, BICICLETAS E TRICICLOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-06-2019	SAMUEL B	MARAU, RS	NORDESTE E SUAS BELEZAS	SOU SUSPEITO EM FALAR POR AMAR AMBIENTES ASSIM, E A PRAIA DE IRACEMA FICOU PROXIMO AO HOTEL QUE ESTIVE E GARANTO QUE É UM LOCAL LINDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-06-2019	LORENA M	FORTALEZA, CE	CUIDADO COM A SEGURANÇA!	FORTALEZA É UMA DAS CIDADES MAIS PERIGOSAS DO BRASIL, ENTÃO VOCÊ NÃO PODE DAR BOBEIRA COM CÂMERAS E CELULARES, PRINCIPALMENTE NA BEIRA MAR. ESSE LOCAL É MUITO VISADO POR LADROES. ENTÃO, TODO CUIDADO É POUCO.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-06-2019	CLAUDIA TFG	PORTO ALEGRE, RS	BOA	PRAIA NORMAL, ÁGUAS LIMPAS, COM UM TRAPICHE AVANÇANDO NO MAR ÓTIMO PARA CAMINHADA. ALGUMAS OBRAS DE REVITALIZAÇÃO NESTE MOMENTO, ASSIM COMO A CONSTRUÇÃO DE UM COMPLEXO TEMPORÁRIO PARA A FESTA JUNINA QUE DEIXOU PARTE DA PRAIA OBSTRUÍDA, FATO BEM RUIM PARA OS HÓSPEDES DE HOTÉIS PRÓXIMOS. ESTÁ MAIS AFASTADA DO CENTRO MAIS TURÍSTICO, MAS AINDA POSSÍVEL DE IR A PÉ.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-06-2019	CRISTINA MARQUES1969	ANÁPOLIS, GO	PRAIA DE IRACEMA	PRAIA DE IRACEMA É BEM LOCALIZADA MAIS IMPROPRIA PARA BANHO SEGUNDO OS MORADORES DA REGIÃO, NA LOCALIDADE ESTÃO VARIOS HOTEIS E ESTRUTURA DIVERSIFICADA PARA ATENDER OS TURISTAS SOMENTE ISSO, POIS NAO TIVEMOS CORAGEM DE ENTRAR NA AGUA DEVIDO MUITO DIZEREM QUE A AGUA É IMPROPRIA.MAS O LUGAR É LINDO VALE A PENA CONHECER.	PRAIA DE IRACEMA - FORTALEZA (CE)
14-06-2019	FERNANDO CÉSAR R	MARATAÍZES, ES	PRAIA TURÍSTICA	SEMPRE QUE PASSO POR FORTALEZA TIRO UM TEMPO PARA PASSAR NA PRAIA DE IRACEMA. PRAIA BACANA. BADALADA. APESAR DE SE VER MUITOS POLICIAIS HÁ PEQUENOS ASSALTOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-06-2019	CAMILA EDUARDO	SÃO PAULO, SP	VOLTAREI COM CERTEZA	ÓTIMA INFRAESTRUTURA, PRAIA DELICIOSA, UM VISUAL LINDO, ÓTIMOS PREÇOS MESMO NOS QUIOSQUES. ORLA MUITO BEM MOVIMENTADA DE DIA E A NOITE E MUITO BEM POLICIADA TAMBÉM !	PRAIA DE IRACEMA - FORTALEZA (CE)
13-06-2019	MARIAPAZ2014	GUARUJÁ, SP	LUGAR MARAVILHOSO	PRAIA LINDA,PERTO DE TUDO ,DÁ PRA IR A PÉ PRA VÁRIOS PONTOS TURÍSTICOS, BEM SEGURA ,COM POLICIAIS POR TODA ORLA.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-06-2019	DANY	FORTALEZA, CE	UM BOM PASSEIO	É UM LUGAR EXCELENTE PARA PASSEIOS A DOIS, PRINCIPALMENTE NO HORÁRIO DO PÔR DO SOL, ONDE VC PODE ADMIRAR O MESMO NA PONTE DOS INGLESES OU EM ALGUM ESPIGÃO PELA ORLA. ALTAMENTE RECOMENDO QUE VÁ, E EVITE ANDAR COM PERTENCES DE VALOR À MOSTRA, PARA NÃO CHAMAR ATENÇÃO DE PESSOAS DE MÁ ÍNDOLE. TOMAR UM SORVETE É BASTANTE CONVIDATIVO PARA A OCASIÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
12-06-2019	RICARDO LIBRELATO	CRICIÚMA, SC	TUDO NUM SÓ LUGAR	PRINCIPAL PRAIA URBANA DE FORTALEZA, É IMPRÓPRIA PARA BANHO, MAS TEM DIVERSAS OPÇÕES. TEM MUITAS BARRACAS E FEIRINHAS A BEIRA MAR. SÓ É MUITO CHATO A QUANTIDADE DE AMBULANTES QUE TE OFERECEM COISAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
11-06-2019	RANI	CUIABÁ, MT	FIQUEI HOSPEDADA E RECOMENDO!!	FIQUEI HOSPEDADA EM UM APTO A BEIRA MAR EM FRENTE AO ATERRO E REGISTREI VÁRIOS POR DO SOL LINDOS! DURANTE O DIA TEM VÁRIOS VENDEDORES DE ÁGUA DE COCO/AGÊNCIA DE TURISMO/VENDEDORES AMBULANTES E A NOITE TEM UMA "MINI FEIRA" BEM MOVIMENTADA E FICA BEM ILUMINADA!	PRAIA DE IRACEMA - FORTALEZA (CE)
11-06-2019	PEDRO REZENDE	MIGUEL PEREIRA, RJ	LINDO	LUGAR LINDO, SEMPRE TEM VÁRIOS EVENTOS, MUITO AMPLO, BOM PARA FAZER UMA CAMINHADA, PEDALADA, CORRIDA, ENFIM, PRÁTICA DE ESPORTES, MUITO ILUMINADA A NOITE	PRAIA DE IRACEMA - FORTALEZA (CE)
10-06-2019	ADRIANOILUMINA	BRASÍLIA, DF	PASSEIO	LOCAL MUITO BELO, POSSUI UM FEIRA DE PRODUTOS TÍPICOS TODAS AS NOITES DE QUINTA A DOMINGO COM VÁRIOS FEIRANTES POREM NÃO POSSUEM UM VALOR CONVIDATIVO, TEM QUE PEDIR DESCONTO DEVIDO OS VALORES EREM ALTOS	PRAIA DE IRACEMA - FORTALEZA (CE)
5-06-2019	NAUILA S	15 CONTRIBUIÇÕES	DECEPÇÃO	A PRAIA DE IRACEMA ESTÁ ABANDONADA,  OS BARES E RESTAURANTES TODOS FECHADOS UMA DECADÊNCIA. A PRAIA DO FUTURO ESTÁ BEM MELHOR E ESTRUTURADA.	PRAIA DE IRACEMA - FORTALEZA (CE)
5-06-2019	CARLOSEAC	FORTALEZA, CE	MUITO BOM PARA PASSEAR COM A FAMÍLIA.	UM PRAIA MUITO LINDA COM CALÇADÃO ENORME, QUE DÁ PARA TODA FAMÍLIA CAMINHAR E CURTIR AQUELA PRAIA. UMA PRAIA MUITO CHARMOSA, EXCELENTE TAMBÉM PARA ANDAR DE BICICLETA.	PRAIA DE IRACEMA - FORTALEZA (CE)
9-04-2019	VITOR SCHNEIDER	CURITIBA, PR	BELO PASSEIO!	UM EXCELENTE LUGAR PARA CAMINHAR PELA MANHÃ DURANTE SUA VISITA A FORTALEZA, ACOMPANHADA DE UMA ÁGUA DE CÔCO FACILMENTE ENCONTRADA PELO VALOR DE 2 REAIS.	PRAIA DE IRACEMA - FORTALEZA (CE)
6-04-2019	JOÃO MIGUEL T	LONDRINA, PR	LINDA VISTA	A ORLA E A VISTA É MUITO BONITA ,TUDO REFORMADO ,MAS UMA PENA O PODER PÚBLICO,SEMPRE DEIXANDO A DESEJAR ,PEGAMOS UMA ÉPOCA DE CHUVA AI IMAGINA LINDA PRAIA ,SÓ FALTA UM POUCO DE LIMPEZA !!	PRAIA DE IRACEMA - FORTALEZA (CE)
3-04-2019	JOKA001	RIO DE JANEIRO, RJ	CAMINHADA MATINAL	AGRADÁVEL, MAS PODE MELHORAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
31-03-2019	CAIO MARINI	BELO HORIZONTE, MG	VALE A PENA	TANTO PARA DAR UM MERGULHO MATUTINO COMO PARA UMA CAMINHADA AO ENTARDECER. O CALÇADÃO É LARGO, MUITO BEM ILUMINADO E BASTANTE MOVIMENTADO. TEM MUITAS OPÇÕES DE BARRACA DE PRAIA COM PETISCOS LOCAIS. E A FAMOSA FEIRINHA, PARADA OBRIGATÓRIA PARA QUEM VISITA A CIDADE.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-06-2019	PATRICIA SILVA	SANTO ANDRÉ, SP	LINDA PRAIA	ME HOSPEDEI EM UM HOTEL DE FRENTE A ESTA PRAIA. MTO LINDA A ORLA A NOITE E MTA GENTE TBM. BASTANTE OPÇÃO DE COMIDAS DE BARRAQUINHAS. O PIER É UM ESPETÁCULO A PARTE. VC FICA HORAS APRECIANDO O MAR DALI.ENTREI NO MAR SÓ UMA VEZ PQ É PRAIA DE TOMBO E ACHEI BEM PERIGOSO E O MAR ESTAVA UM POUCO BRAVO. SE NÃO SOUBER NADAR NÃO DÁ PARA ARRISCAR. TINHA POUQUISSIMAS PESSOAS DENTRO DA ÁGUA. VALE PELA CAMINHADA NA ORLA, PRINCIPALMENTE A NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-06-2019	ECLESIO	SALVADOR, BA	PRAIA BONITA	PRAIA MUITO BONITA, TEM UM POR DO SOL MUITO LINDO. PENA QUE AS AUTORIDADES LOCAIS NÃO DÃO A DEVIDA MANUTENÇÃO E SEGURANÇA.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-06-2019	EVÂNIO DE SOUZA P	7 CONTRIBUIÇÕES	LUGAR MOVIMENTO.	A PRAIA É IMPRÓPRIA PARA BANHO, MAIOR CONCENTRAÇÃO DE PESSOAS A NOITE. TEM MUITAS OPÇÕES ALIMENTAÇÃO E DIVERSÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-06-2019	GISELEVINTE	TAUBATÉ, SP	BONITA	A PRAIA DE IRACEMA E ENORME, CONFESSO QUE NÃO ENTREI NO MAR, FUI APENAS PARA CONHECER ANDAR PELA ORLA QUE TANTO DE DIA QUANTO A NOITE E MT BONITA, HA MTS O QUE SE FAZER LA, TEM DE TUDO, ATE ANDAR DE PATINS....COISA QUE NO MEU LITORAL NÃO  ALUGAM, ACHEI SUPER ILUMINADA, MT LINDA, SEM CONTAR A ESTATUA DE IRACEMA	PRAIA DE IRACEMA - FORTALEZA (CE)
1-06-2019	JULIO MARQUES	SÃO PAULO, SP	SEM GRANDES ATRATIVOS	NADA DE ATRATIVOS. APENAS ESCOLHI O LOCAL PELA LOCALIZAÇÃO PRÓXIMA AONDE IRIA TRABALHAR DURANTE A SEMANA.	PRAIA DE IRACEMA - FORTALEZA (CE)
28-05-2019	HELCIO A	25 CONTRIBUIÇÕES	MUITO BONITA MAS IMPRÓPRIA PRA BANHO	A PRAIA É BEM MOVIMENTADA, ESPECIALMENTE NO FIM DO DIA, COM OS BARES E A FEIRINHA. VALE A CAMINHADA E A CONTEMPLAÇÃO. UMA PENA ELA SER IMPRÓPRIA PRA BANHO, APESAR DE ALGUNS CORAJOSOS SE AVENTURAREM A NADAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
28-05-2019	MARCELO	VILA VELHA, ES	LAZER	PRAIA BOA, COM TEMPERATURA AGRADÁVEL E BOM ESPAÇO NA AREIA.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-05-2019	NAYRA C	3 CONTRIBUIÇÕES	MUITO LINDA PORÉM...	A PRAIA É  MUITO LINDA,  PORÉM NÃO ACHEI PROPICIA PARA BANHO. A MARÉ SOBE MUITO RÁPIDO E O MAR JA É  MUITO AGITADO NESSA REGIÃO,  ENTÃO JA VIU NÉ...  TEM UM  CHARME DO ESQUILHAO MAS É  UM PONTO Q TEM QUE TER UM POUCO DE CAUTELA,  ME PARECEU PERIGOSO, POIS HAVIA MUITAS PESSOASUSANDO DROGAS E OUTRAS QUE PARECIAM QUE SÓ TAVA ESPERANDO A PRESA.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-05-2019	LAÉRCIO M	TORRES, RS	BOM PASSEIO DE FIM DE TARDE!	LOCAL BONITO, VALE MUITO IR PARA UMA ÁGUA DE COCO, VER O PÔR DO SOL OU DAR UMA CAMINHADA ATLÉTICA. VALE A IDA!	PRAIA DE IRACEMA - FORTALEZA (CE)
21-05-2019	RRDA2008	RIO DE JANEIRO, RJ	CURTI MAS PODE MELHORAR	PRAIA BONITA, COM COMÉRCIO BARATO, BEM MOVIMENTADA E POLICIADA. TEM ESTRUTURA COM QUIOSQUES E RESTAURANTES. A GALERA ADORA IR PARA CAMINHAR, CORRER OU NAMORAR. PARECE NÃO SER MUITO INDICADA AO BANHO PELO QUE OUVI FALAR MAS NÃO ME PARECEU SUJA.	PRAIA DE IRACEMA - FORTALEZA (CE)
20-05-2019	CÁSSIO A	CAMPO GRANDE, MS	BOA PRAIA PARA CONTEMPLAÇÃO.	A PRAIA DE IRACEMA É BONITA, MAS NÃO MUITO LIMPA.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-05-2019	BIA S	BELO HORIZONTE, MG	PRAIA DE IRACEMA	PRAIA BONITA, PORÉM SEGUNDO ALGUMAS INFORMAÇÕES A MESMA  IMPRÓPRIA PARA BANHO, FIQUEI HOSPEDADA NO MARINA PARK E AO LADO TEM UMA IGREJA DE SANTA EDWIGES, A MISSA É  LINDA!	PRAIA DE IRACEMA - FORTALEZA (CE)
16-05-2019	REGINA M	FORTALEZA, CE	PONTE INTERDITADA	LUGAR LEGAL PARA MOÇADA, TEM UM LINDO POR DE SOL, MAS A PONTE ESTÁ INTERDITADA DEVIDO A FALTA DE MANUTENÇÃO. DECEPCIONANTE EMBORA O LUGAR SEJA INTERESSANTE, PRAIA MUITO BONITA COM PEDRAS QUE FORMAM UM ROCHEDO, MAS A PONTE DOS INGLESES NÃO EXISTE MAIS.	PRAIA DE IRACEMA - FORTALEZA (CE)
15-05-2019	ANDERSON CORREA	SÃO LUÍS, MA	BOA	A PRAIA É BONITA. TEM FEIRINHA, TEM CALÇADÃO E TEM A FAMOSA ESTÁTUA DE IRACEMA. BEM MOVIMENTADA, E PERTO DO CENTRO DA CIDADE.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-05-2019	RÊ MOREIRA	SÃO LEOPOLDO, RS	PRAIA DE IRACEMA	A ORLA DE FORTALEZA,A FEIRINHA, POVO QUERIDO...VIMOS MUITA POBREZA ,O QUE NOS DEIXOU MUITO TRISTES : MULHERES ESMOLANDO COM FILHOS PEQUENOS.OUTRO PONTO QUE ME CHAMOU A ATENÇÃO : OS PRODUTOS VENDIDOS , TOALHAS ETC ... NAO SÃO APENAS DAS RENDEIRAS,ALGUNS SÃO "MADE IN ..." MUITO CUIDADO,OBSERVE A PROCEDÊNCIA.DIZEM QUE ÁGUA DO MAR É POLUÍDA EM IRACEMA, IMPRÓPRIA PARA BANHO.UMA PENA ...	PRAIA DE IRACEMA - FORTALEZA (CE)
8-05-2019	MARCIA D	MACAPA	LINDO!	UM LUGAR LINDO PARA PASSEAR FINAL DE TARDE, VOCÊ NÃO PODE DEIXAR DE IR NESSA PRAIA FINAL DE TARDE, É UMA JUNÇÃO DE CIDADE COM NATUREZA PESSOAS PASSEANDO, FAZENDO CAMINHADA OU SIMPLESMENTE SENTADAS NA PRAIA ADMIRANDO  BELEZA EXUBERANTE DO LOCAL, MARAVILHOSO, NÃO CANSO DE IR NESSE LOCAL.	PRAIA DE IRACEMA - FORTALEZA (CE)
8-05-2019	ADACAMPO	GETÚLIO VARGAS, RS	TRANQUILA.	MUITO BONITA, TRANQUILA, SEGURA, COM BASTANTE OPÇÕES DE LANCHES, PRESENTES E ATRAÇÕES. PENA QUE O MAR NÃO ESTÁ BOM PRA BANHO. POLUÍDO.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-05-2019	HAMILTON JR	SALVADOR, BA	LEGAL	PASSEI ALGUNS DIAS POR LA E GOSTEI MUITO DO LUGAR, RESTAURANTES PRÓXIMOS E COM BOA CULINÁRIA, FOI MUITO BOM OS DIAS QUE PASSAMOS EM IRACEMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
6-05-2019	RAFAEL ASSIS	VITÓRIA, ES	AGRADÁVEL	LUGAR LINDO, COM MUITOS QUIOSQUES, CALÇADÃO AGRADÁVEL, MUITA POLÍCIA NO LOCAL. PREÇO DOS ITENS MUITO BARATO.	PRAIA DE IRACEMA - FORTALEZA (CE)
6-05-2019	JANILSON	ILHA DE ITAPARICA, BA	MUITOS PEDINTES	A PAZ É UM LUXO. EXISTEM MUITOS PEDINTES E OS RESTAURANTES NÃO OFERECEM BOM ATENDIMENTO.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-05-2019	JULIANNE L	210 CONTRIBUIÇÕES	TEM RATOS	A PRAIA DE IRACEMA NO PONTO DO PIER É CHEIA DE RATOS. RATOS ENORMES ESPALHADOS POR TODO CANTO E OS RESIDENTES LOCAIS PARECEM NÃO SE IMPORTAR. EU FIQUEI PASMA QUANDO VI UM ENORME SAINDO DE UMA DAS BARRACAS. TEM TAMBÉM ESGOTO DESOVANDO BEM NO MEIO DA PRAIA. ESSA PARTE FICA QUASE CHEGANDO EM MEIRELLES. ESSA PRAIA NÃO É INDICADA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-05-2019	MARIANA G	VARGEM GRANDE DO SUL, SP	BOM LOCAL PARA CAMINHAR	PRAIA DE IRACEMA É UM ÓTIMO LOCAL PARA SE FAZER CAMINHADAS E TEM PAISAGENS LINDAS, INCLUSIVE DEPENDENDO DA LOCALIZAÇÃO DA PARA VER GOLFINHOS NADANDO PELO MAR, PORÉM NÃO RECOMENDO PARA BANHO POIS É LOCALIZADA EM ÁREA URBANA...	PRAIA DE IRACEMA - FORTALEZA (CE)
1-05-2019	SUZANOPEDRO	SÃO JOSÉ DE RIBAMAR, MA	BOA PRA CAMINHAR	FIQUEI NUM HOTEL DE FRENTE PRA PRAIA E PUDE PERCEBER QUE É MUITO UTILIZADA PRA CAMINHADAS E CORRIDAS. PRAIA COM MAR CALMO POSSIBILITANDO O BANHO DE CRIANÇAS. O PONTO DE TRISTE É QUE VI UMA “LÍNGUA NEGRA” , OU SEJA, PRAIA IMPRÓPRIA PARA BANHO	PRAIA DE IRACEMA - FORTALEZA (CE)
1-05-2019	MARCIAEARNALDO	SÃO PAULO, SP	GOLFINHOS!	FOMOS CAMINHAR CEDO NESTA PASSARELA E VOCÊ DEPARA COM GOLFINHOS BRINCANDO E SE ALIMENTANDO. DIZEM QUE QUEM FREQUENTA ESTA PRAIA É SÓ NATIVOS, MAS E DAÍ ADORAMOS PASSEAR POR AQUI. UMA DELÍCIA	PRAIA DE IRACEMA - FORTALEZA (CE)
28-04-2019	LAIS PASIANI	INDAIATUBA, SP	BONITA, MAS POLUIDA	PRAIA ATÉ QUE BONITA, MAS POLUÍDA, PRECISA SER MAIS CUIDADA, É UMA PENA.. MAS TEM QUEM SE BANHE LÁ..	PRAIA DE IRACEMA - FORTALEZA (CE)
28-04-2019	SONIA S	NITERÓI, RJ	BELO VISUAL	ANDAR PELA ORLA É MARAVILHOSO, TIRAR FOTOS TAMBÉM, MAS TOMAR BANHO NEM PENSAR, NÃO É PRÓPRIA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-04-2019	APOSENTAR PARA VIAJAR	UBERLÂNDIA, MG	PRAIA MOVIMENTADA PORÉM SUJA	A PRAIA É MUITO MOVIMENTADA, PORÉM ELA E SUJA PERCEBE-SE QUE TEM TRECHOS DELA COM ESCOAMENTO DE ESGOTO	PRAIA DE IRACEMA - FORTALEZA (CE)
21-04-2019	IRANILDE TEIXEIRA	SÃO LUÍS, MA	MUITO BOA	PRAIA EXCELENTE PARA BANHO LOCAL BEM BONITO, MUITOS HOTÉIS AO LADO E MARAVILHOSO, UMA VISÃO ÓTIMA PARA SE PASSEAR	PRAIA DE IRACEMA - FORTALEZA (CE)
12-04-2019	JOÃO VITOR RODRIGUES	RIO DE JANEIRO, RJ	PRAIA LINDA	PRAIA LINDA, MAS COM FAIXA DE AREIA PEQUENA , POUCAS PESSOAS TOMANDO SOL. NESSE MOMENTO (ABRIL 2019) ESTÁ SENDO CONCLUÍDA A REVITALIZAÇÃO DO CALÇADÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
28-04-2019	ANDRÉ RECKZIEGEL	SÃO PAULO, SP	PRECISA DE UMA REFORMA	A ORLA É BONITA, POSSUI UM CALÇADÃO AMPLO, COM ESPAÇO PARA CAMINHADAS, CORRIDAS, BICICLETAS E PATINS. PRECISA DE UMA REFORMA, ESTÁ MEIO ABANDONADO, POSSUI MUITOS MENDIGOS E PEDINTES, CUIDADO DO CELULAR E DA CARTEIRA. À NOITE POSSUI UMA FEIRINHA DE PRODUTOS REGIONAIS, E AO LONGO DO DIA, VÁRIAS OPÇÕES DE RESTAURANTES.	PRAIA DE IRACEMA - FORTALEZA (CE)
22-04-2019	ILKA WANESSA	CARUARU, PE	MUITA DIVERSÃO BEIRA MAR	NA PRAIA DE IRACEMA HÁ MUITAS ATIVIDADES QUE PODEMOS FAZER: CAMINHADA, SKATE, BICICLETA, CORRIDA.... A ORLA É BEM ILUMINADA E SINALIZADA, HÁ UMA PALCO ONDE GERALMENTE ACONTECEM EVENTOS. MAS TOMEM CUIDADO COM AS ONDAS, SÃO FORTES. FUI COM MINHAS TIAS A TARDINHA E AS ONDAS ESTAVAM VIOLENTAS PARA MERGULHO, MESMO QUE PARA FICAR NO INÍCIO DA PRAIA. HÁ TAMBÉM MUITAS PESSOAS VENDENDO PACOTES DE TURISMO PARA OUTRAS PRAIS DO CEARÁ, PROCUREM SEMPRE UMA EMPRESA CREDENCIADA. COMI UMA PIPOCA AMANTEIGADA DELICIOSA, APROVEITEM A GASTRONOMIA DE LANCHES.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-04-2019	PIONEER797745	3 CONTRIBUIÇÕES	UM SOL PARA CADA CABEÇA	FORTALEZA E CEARÁ.....TD DE BOM. AS PRAIAS DA CAPITAL E SO INTERIOR SÃO EXCELENTES, A AS RUAS NAS PROXIMIDADES DA PRAIA DO FUTURO BEM COMO A PRAIA SÃO PREIGOSAS, ALGUMAS BARRACAS TEM PISCINA E SEGURANÇA. ATENTEM PARA A DIFAMAÇÃO COMERCIAL DAS PRAIAS DA ORLA DE FORTALEZA. TD GIRA EM TORNO DA COMISSÃO. SENDO ASSIM, NÃO ACREDITEM EM TUDO QUE FALAM NO QUE DIZ RESPEITO A PRAIAS IMPROPRIAS PARA BANHO. FIQUEM ESPERTOS E NÃO SE DEIXEM ENGANAR. !!!!	PRAIA DE IRACEMA - FORTALEZA (CE)
